	cell type: Hematopoietic stem cell_CD133+ CD34dim_to_cell type: Hematopoietic stem cell_CD38- CD34+	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Common myeloid progenitor	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Early B-cell	cell type: Early B-cell_to_cell type: Pro B-cell	cell type: Pro B-cell_to_cell type: Naïve B-cells	cell type: Naïve B-cells_to_cell type: Mature B-cells	cell type: Naïve B-cells_to_cell type: Mature B-cell class able to switch	cell type: Naïve B-cells_to_cell type: Mature B-cell class switched	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Naive CD8+ T-cell	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Naive CD4+ T-cell	cell type: Naive CD4+ T-cell_to_cell type: CD4+ Central Memory	cell type: Naive CD4+ T-cell_to_cell type: CD4+ Effector Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Central Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Effector Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Effector Memory RA	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: NKT	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56+ CD16+ CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56- CD16+ CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56- CD16- CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Plasmacytoid Dendritic Cell	cell type: Common myeloid progenitor_to_cell type: Myeloid Dendritic Cell	cell type: Common myeloid progenitor_to_cell type: Granulocyte/monocyte progenitor	cell type: Common myeloid progenitor_to_cell type: Megakaryocyte/ erythroid progenitor	cell type: Megakaryocyte/ erythroid progenitor_to_cell type: Erythroid_CD34+ CD71+ GlyA-	cell type: Erythroid_CD34+ CD71+ GlyA-_to_cell type: Erythroid_CD34- CD71+ GlyA-	cell type: Erythroid_CD34- CD71+ GlyA-_to_cell type: Erythroid_CD34- CD71+ GlyA+	cell type: Erythroid_CD34- CD71+ GlyA+_to_cell type: Erythroid_CD34- CD71lo GlyA+	cell type: Erythroid_CD34- CD71lo GlyA+_to_cell type: Erythroid_CD34- CD71- GlyA+	cell type: Megakaryocyte/ erythroid progenitor_to_cell type: Colony Forming Unit-Megakaryocytic	cell type: Colony Forming Unit-Megakaryocytic_to_cell type: Megakaryocyte	cell type: Granulocyte/monocyte progenitor_to_cell type: Colony Forming Unit-Granulocyte	cell type: Colony Forming Unit-Granulocyte_to_cell type: Granulocyte (Neutrophilic Metamyelocyte)	cell type: Granulocyte (Neutrophilic Metamyelocyte)_to_cell type: Granulocyte (Neutrophil)	cell type: Granulocyte/monocyte progenitor_to_cell type: Colony Forming Unit-Monocyte	cell type: Colony Forming Unit-Monocyte_to_cell type: Monocyte	cell type: Granulocyte/monocyte progenitor_to_cell type: Eosinophill	cell type: Granulocyte/monocyte progenitor_to_cell type: Basophils
TBX21	-0.00077728	-0.013352	0.032178	0.0007841	-0.026479	-0.0056917	-0.0059555	0.024686	-0.00026419	-0.041831	-7.8171e-05	0.068782	0.0063998	-0.00078211	-0.00072148	0.00043394	-6.8998e-05	0.00066756	0.00022287	0.0080959	-0.0008256	0.0080644	0.011586	6.2168e-06	-0.00087136	5.3578e-05	-5.3945e-05	-0.037395	0.00034473	0.00062199	0.0086737	-0.00057596	0.00019288	9.445e-05	0.0058605	0.0001262	0.00027985
PAX8	-0.020457	0.00032689	0.044306	-0.044324	6.4113e-05	-0.00039909	-0.0063517	0.10426	-0.00049603	0.00022322	-0.00019753	0.0003989	-0.0005906	0.019442	-0.0081834	-0.012576	0.00078512	-0.00096764	8.3003e-06	-0.00083711	0.00065925	0.007991	-0.0003012	0	-0.00024704	0.0027865	-0.00025192	-0.022387	0.00094158	0.00086864	0.00015686	-0.02693	0.045253	0.016264	0.00014005	0.00073263	-0.00047676
AFF1	0.00047623	-0.00043606	0.00017433	-0.00024168	-0.0071382	-0.00087403	5.4283e-05	0.0002122	-0.0071512	2.5959e-05	-0.0047514	0.00033138	0.00041162	-0.0062719	0.029834	-0.00017801	-0.0071512	-0.03629	0.095041	0.00089308	0.00016465	-0.0060939	-0.0065862	-0.0006677	0.00077064	-0.0002972	-1.1297e-05	-0.00050641	7.8611e-05	-0.015741	0.00011545	0.00035953	7.2519e-05	0.00049126	-0.00042167	0.00012496	-0.00055314
POLR3A	0.00047239	0.00080393	0.0794	-0.079152	0.0001264	0.00013301	-0.00014889	-0.00017333	0.00015806	-0.019219	0.081005	-0.00087665	6.7333e-05	0.00034955	0.022731	-0.00014572	6.7991e-05	-0.016805	0.00024455	0.030892	-0.00066389	-0.0002942	-0.00029536	0.00071196	0.00015009	0.0007715	0.0001174	-5.8302e-05	0.00064515	-0.00057562	-0.0003282	-7.9408e-05	-0.00074143	0.034444	-0.047616	-0.0058463	-0.0004466
CCNT2	0.00081336	0.0018748	0.0097087	-0.00039726	0.00013731	-0.00033014	-0.00029404	0.00078395	-0.0013197	-0.00086263	0.12184	-0.00092381	-0.00088078	0.00072399	0.00064507	0.11099	0.00081452	-0.029586	0.00086246	0.00036796	6.1499e-05	-0.00087068	0.0053555	0.00090801	0.00079355	0.0001162	-0.16298	-0.00023476	-0.00083636	0.00045375	-0.00021262	-0.0098921	0.06918	0.00044335	0.00021618	-0.0058662	-0.00055626
ZNF384	-0.00077007	0.00036739	-0.011701	-0.00041362	7.1129e-05	0.03302	0.00068251	0.00010802	0.0002794	3.8018e-06	0	-0.00090804	0.00028869	0.00012626	0.0011652	0.00027909	0.00020883	-0.00011863	-0.00065872	3.8551e-06	-0.00036359	-0.00031697	-0.00041234	4.8749e-05	0.00042064	-0.00041542	0.0006877	0.00045227	-0.00034641	0.00073254	-0.00018579	-0.00057242	-0.00041677	0.00071222	-0.00022224	-0.00013735	-2.6355e-05
ZNF382	0.00023661	-0.00036793	4.6863e-05	0.00019984	0.00061362	-0.091439	3.2831e-07	-0.027151	-0.029846	-0.00032955	0.00040765	-6.4879e-05	-0.00056701	0.00069204	-0.000374	-0.00028642	0.0060566	0.00081068	-0.00043757	-0.00043839	-0.00013728	0.0027605	-0.00047335	0.00046492	8.2438e-05	-0.000211	0.00020442	-0.00011967	0.00031358	-0.00021218	-0.003417	-0.00018738	0.00060479	0.00078119	0.0065377	-6.6857e-05	2.4788e-05
BHLHE40	-0.0005542	-6.0297e-06	0.0009255	-0.00064056	-0.00037604	-0.00086187	-0.00061493	0.10754	-0.00026435	-0.00018468	-0.0008083	0.0004891	-0.00099281	0.00056878	0.0043088	-0.0007155	-0.151	0.00065802	0.0013506	0.00092275	-0.00028073	0.0002451	0.00017599	0.00053231	-0.00061022	0.00056869	-0.020475	-0.00063791	3.3741e-05	0.00010072	0.00090168	-0.00094816	0.0005392	0.0003773	0.00070727	0.00019901	0.00011941
TFB2M	0.00016225	0.00034101	-0.0038101	0.003529	-0.00036577	8.9906e-05	0.00010112	0.00084649	0.00055867	-9.1136e-05	0.00034835	-0.00019599	-0.00074495	-0.00035907	-0.0001815	0.00072165	0.00022742	-0.00013019	0.00031259	-0.00010953	-0.00013195	-0.00014141	-0.00028544	0.00075167	-0.00012659	-0.00063154	0.0001505	2.8356e-05	-0.0006133	0.00075734	5.3094e-05	-5.3094e-05	0	9.5712e-05	0.00041611	-1.2656e-05	6.9989e-05
DNMT1	-0.0001398	-0.011097	-0.00086405	-0.037901	0.02984	-0.00017053	-0.031363	0.00047652	-0.0010463	0.00019619	-0.00083567	0.00020175	0.0025318	0.00035621	-2.8845e-07	-0.048576	0.00015488	0.00028836	0.00018696	0.00077112	-0.039555	0.034866	0.00028491	0.011424	-4.0348e-05	-0.00078723	0.00044231	-0.00015554	0.083062	-0.00097446	-0.093565	-3.2103e-05	0.069899	0.00041643	-1.4682e-05	-0.0008111	0.00038442
SMARCB1	0.00086187	-0.00021491	0.00065208	0.0006228	0.00096514	0.00045241	-0.00098451	0.00013061	0.0020722	-0.12041	0.24618	0.0048259	-0.012954	0.0010689	-0.010049	0.00012435	0.010527	0.00075245	-0.00058878	0.0003738	-0.00019114	-0.00097031	0.00081115	0.00080975	6.5174e-05	0.0003689	-0.016323	-0.00073538	0.052883	-0.00014481	0.00047905	-0.00061468	0.00010196	0.00056963	-0.00038045	2.4389e-05	-0.00091209
BCLAF1	0.094061	-0.024443	-0.011179	-0.016452	0.00036859	0.034134	0.022553	-0.039315	-0.06233	-0.003886	-0.022544	0.011996	-0.0001082	5.0163e-05	-0.00082668	-0.028385	-0.042527	-0.044406	0.00047294	-0.11439	-0.00050823	-0.0038176	0.00065015	0.00044563	-0.00080153	0.00095396	0.00044455	2.7051e-05	0.011823	-0.018201	-0.029534	0.00031567	0.033257	-0.0020118	0.079184	0.0024738	0.040486
RORA	-1.6654e-05	0.0013859	0.00040145	6.8033e-07	0.00046325	-0.00037491	-0.00017821	0.00035524	-2.1074e-05	5.3373e-05	-6.7328e-05	0.010563	0.00066688	-0.00026992	-0.00026417	-0.06809	-0.00087254	-0.0010402	0.015105	-0.00038263	-1.4023e-05	-0.00013096	-7.4495e-05	0.00052674	-8.6666e-05	6.1416e-05	-0.067078	0.066095	0.00072126	-0.00029004	-0.0010397	-0.00021963	0	2.8242e-05	-0.0006517	-0.00052	0.00078044
ZNF473	0.00071168	0.0005856	-0.00076593	0.0026351	-0.0009079	0.00026648	2.2607e-05	5.4595e-05	0.0053823	-0.00034286	0.0012795	-0.00058055	0.00058864	-0.0004835	-0.00039505	0.0009802	0.00016823	-0.00076226	-0.00042454	0.00027829	0.00064123	-0.00039072	0.00054389	0.00091977	0.00026131	-0.002616	0.00045571	0.00080849	-0.00032823	9.5278e-05	-0.00022009	-0.00054746	4.8298e-05	-9.5307e-05	-0.00061692	0.0007722	-0.042811
SETDB1	0.00051336	6.442e-05	0.0073865	-0.00044366	0.014989	-0.010548	-0.080336	0.00070021	0.00012862	-0.00089685	0.00085443	-2.6362e-05	-0.00030185	-0.00047166	-0.00022031	0.0153	0.016151	-0.00018386	0.00010165	-0.00065674	0.00014838	-0.00081014	0.00059121	-0.00081899	0.00082431	-0.00064597	-0.00039788	0.00078452	0.010765	-0.02711	-0.00067144	0.00065452	0.0016832	0.00093259	-0.0017526	0.0039275	-0.00047252
BRCA1	0.022864	-0.00017974	0.021998	-0.00051786	-0.013844	-0.024571	-0.016625	-0.00093469	0.053932	-0.0059274	0.029218	0.01703	-0.046014	-0.066616	-0.046754	0.0079352	0.0004363	-0.00066993	0.00016365	-0.0005274	0.00061916	-0.00018953	0.0084513	-0.00033267	0.00050135	-0.00050503	-2.0962e-05	0.035009	0.00803	-0.00056922	-0.00034144	0.00062954	-0.00017036	0.0090298	-0.00069218	0.00057101	0.00063492
TRIM28	0.00059016	-0.0004493	0.024768	-0.020125	-0.00079059	0.012933	0.00076779	-0.0077928	0.00019629	0.00044389	0.021265	-0.00055766	-0.00027201	-0.0051151	0.00060029	0.0051068	5.3616e-06	-0.061583	0.042913	0.038588	-0.054072	0.0002811	0.00021369	0.00020198	0.00088772	-0.00074599	0.00021803	0.0007264	-0.001405	-0.00038081	0.0051685	0.00075065	-0.0025178	6.729e-05	0.00024568	-0.0011894	0.032891
CREB5	0.00093815	-0.00021327	0.00050449	-0.00031253	0.00015439	-0.00017789	-0.00017175	-0.00022337	-0.00014975	-0.00050531	0.0006799	0.064783	0.043046	0.00029274	-0.024769	-0.0004318	0.00019008	-0.00042505	0.00072621	0.0014885	-0.00056937	0.00038985	0.00071836	-0.00037793	0.00014919	0.00013718	-0.00023683	-0.00031835	-0.0003302	-0.027866	-0.083371	0.0038471	0.034214	6.6285e-05	6.1568e-05	-0.00083303	0.021201
ZIC1	-0.04291	0.010122	0.00054276	-0.00072784	0.00038232	-0.00078608	0.00070574	0.0004001	-0.012602	0.077393	-0.13096	0.00018818	0.052657	0.00065252	8.3018e-05	0.008099	0.042736	0.0078629	0.00085845	1.8685e-05	-0.0014691	-0.00065467	-0.00076629	0.04066	-0.061376	0.00066016	0.00081695	0.00020355	-0.00010057	-0.00034139	0.027503	0.00066781	1.4092e-05	0.013957	-0.00065424	-0.00078142	0.0004421
CREB1	-0.0016429	-0.00042067	-0.00016668	0.00088407	0.0023449	-0.0005038	0.0002653	0.0005426	-0.019184	0.00012794	0.057223	-0.048774	0.031467	0.021746	0.00081523	-0.00029547	-0.00049097	0.026416	0.00076301	0.00087871	0.00060428	0.052156	-0.00011154	0.011226	-0.01246	4.4188e-05	0.0042838	-0.00021082	-0.0004794	-0.00073186	-0.00074811	-0.031535	-0.0005545	-0.04922	0.083451	-0.043778	-0.12721
HOXD3	0.0004582	0.00091507	-0.073102	0.00028936	0.001239	0.025038	4.8275e-05	0.11905	6.1745e-05	-0.0019689	-1.8534e-05	-0.0097879	0.00070836	-0.00053522	-0.00016863	-0.015081	0.00048038	0.0011403	0.00070264	0.038435	-0.00027604	-0.00014016	-0.00042277	-0.023774	0.061483	6.4731e-05	7.9175e-05	-0.038597	-0.00052139	0.00026116	-0.00038421	0.00041202	-0.00012869	-0.027382	-0.00085584	-0.00088185	0.00036362
NR2C2	-0.036444	-0.00031186	0.0096062	0.00025223	-0.012417	-0.00088053	3.5609e-07	0.0013549	-0.0062757	-0.00029938	0.00026635	0.0012724	0.013073	-0.028621	6.1101e-05	0.0615	-0.00034375	-0.00079465	0.00042814	-0.00094157	0.00034205	-0.011055	-0.0004342	0.014374	-0.013775	0.00034248	0.00080944	0.00012826	0.00079756	-0.00018854	0.015413	-0.0039984	-0.00060373	-0.00050286	-0.029815	-0.00020185	0.00074575
CARHSP1	0.016842	-0.029906	-0.037301	0.00062989	0.00070349	-0.0020995	0.026702	-0.00025052	0.0012362	-0.046008	0.01575	0.00070171	-0.0002514	0.00074843	-0.00068526	-0.12059	0.00054138	0.036071	0.00054116	-0.00056448	0.025874	0.012313	0.011271	0.00075387	-0.0009058	0.0019855	-0.034609	0.0003796	0	0.00070909	-0.00084879	-0.00019329	0.00042026	0.0089074	-0.060159	0.011248	0.00049703
KAT5	0.00045	0.0706	-0.0004038	-0.00026526	0.0075089	-0.0043529	-0.00050996	-0.00090647	0.0045112	0.005107	-0.00050115	4.2673e-05	-0.00057589	0.00024282	0.063753	0.00077855	0.00062447	0.0044393	0.0005031	-0.00080479	-0.11077	-0.00030805	0.00057088	-0.0034018	-0.063271	2.3835e-05	0.00076119	-0.00033914	-0.1535	0.00011524	-0.088529	-0.00048446	-0.00080579	-0.029024	-0.00041435	0.23863	-0.030998
TCF7L2	-1.9477e-06	0.00025654	0.00019752	-0.00019557	-1.3667e-05	0.0005974	-4.3889e-05	0.00052118	-0.0011063	0.00048424	0.00011569	-0.00048229	0.015227	0.00025363	0.00059367	0.147	0.022611	1.9477e-06	-7.9588e-05	-0.12541	-0.00077688	9.408e-05	-0.00026852	0.00037362	9.4952e-05	-0.00045721	-4.5212e-06	0.00027782	0.00012223	-0.00023706	-0.00066335	0.00057368	-0.00052961	-0.00067546	-0.00078179	-0.00022008	0.088215
FOXA1	-0.045344	0.00079586	-0.0001036	0.0045553	0.00049197	-0.00073185	-0.015125	0.033989	-3.7117e-07	-0.00042008	-0.00087443	0.089379	-0.017746	-0.00037315	-2.8923e-06	0.00017828	-0.0048074	0.00073878	0.00057961	-0.00057418	0.041233	0.0001404	0.0033509	0.00016473	-0.083061	0.01835	0.021348	-0.00031473	-0.00046157	0.1252	-0.0010399	-0.020935	-0.00019607	0.00097796	-0.11128	0.00091624	-0.075264
RUNX3	0.0004987	-0.0039497	-0.00098178	-0.0039066	0.00065814	0.0015492	-0.000451	0.00074521	0.00052931	0.00086028	-0.019574	0.00015281	0.00067067	-0.00045171	-0.0041987	0.00021389	0.00014042	-0.00022421	5.2565e-05	-0.00046474	-7.6789e-05	-9.5864e-05	0.00029979	-0.00030289	-0.00070707	0.00027263	0.00073733	-0.0011089	0.00051001	0.00062908	0.00067003	-0.00027437	0.00033528	0.0005004	0.00013036	0.00051843	0.00072095
FOXA2	-0.00046188	0.0027222	-0.00024661	-0.022474	0.026552	-0.019704	-0.00015565	-0.010888	0.012026	-0.0015261	0.0020739	-0.00074961	-1.8894e-06	0.0091235	-0.00069659	-0.060128	1.1022e-05	0.00081101	-0.00044185	-0.00098365	0.00063976	-0.008791	-0.00031448	-0.0018721	0.029961	-0.031214	-0.036511	-0.00016193	-0.034101	0.03902	-0.00031636	0.027612	0.00044051	4.9111e-05	-0.00020295	-0.00015093	-0.00063915
ZNF274	-0.0007101	0.00023857	0.00028384	-0.00079925	0.00035003	-0.00045063	0.00050627	-0.00077526	0.0097674	-0.017382	0.0004212	0.00010105	-0.00010982	-0.00028687	0.00031543	-0.02443	-0.00043635	0.00071661	1.3874e-05	-0.0005759	0.00039891	-9.571e-05	0.00071288	0.00025156	-0.00073848	-0.0003442	-0.00081174	0.00092997	-7.1152e-06	-0.048527	0.00087499	-0.040467	-0.008204	0.038638	-0.058405	-0.00074925	-0.000254
HDAC11	-0.00077967	-0.00053752	0.011164	-0.087855	0.055037	-0.0082246	8.7216e-05	0.00062086	-0.00021173	-0.00017601	-0.11694	0.00072606	-5.1398e-05	-0.00032678	0.00053839	-0.000548	-0.010814	8.8818e-05	-0.00025695	0.00023325	-0.00045396	-0.00061012	0.00054138	2.6658e-05	-0.044511	0.00025859	0.069168	0.0003587	0.00016967	-0.00089825	0.0006813	0.036846	-0.00032171	-0.00092404	-0.00029123	-0.00049415	0.0002527
BCL3	-0.00080467	2.6524e-05	0.00047413	-0.0030282	-0.052841	0.11343	-0.000536	0.039169	-0.00050186	-0.0043593	0.029581	-0.00071062	0.057507	-0.0002624	-0.032991	-0.00020613	0.00033826	0.00035936	5.2148e-05	0.00047345	-0.001673	0.0009013	-0.00034428	0.00060152	0.01219	6.1482e-06	-0.0066137	-0.0089067	-0.000318	-0.00020642	0.039632	-0.040885	0.00055077	0.00012813	-0.00083043	-0.00024013	-0.062456
ZBTB20	-0.00015624	-9.5748e-05	0.00023518	-0.00034106	-0.0001762	0.00072681	0.00025383	0.00075933	-0.00019965	-0.00026	0.00058562	-0.00049123	0.00019965	0.00037004	0.00019965	-0.00023437	-0.00037588	0	0.00044122	-0.00074053	-6.2546e-05	-0.00035774	-0.00019625	0.00065089	-0.00035889	3.0708e-05	0.00013945	-0.00017016	0.00013865	0.00046131	0.00030871	0.00014478	2.6012e-05	6.462e-05	0.00038979	0.00090965	-1.7111e-05
MED23	-0.00080047	-0.00067098	0.00047869	0.00036821	-0.00034004	-0.00017123	-0.00030813	-0.0011267	-0.0015804	-0.00035034	-0.00016459	0.00054081	-0.00063608	0.00030957	-0.00020942	0.00059797	-0.0001817	0.00048078	0.00071544	0.00032602	-0.00034491	0.00064809	-0.00016597	0.00032202	-0.00014705	0.00050426	-0.00035721	0	-0.00038905	-7.1462e-05	2.917e-05	-0.0001195	-0.00040171	-0.00094087	0.00046064	-0.00072596	0.00051641
KAT2B	0.00067213	-0.00013364	0.0002778	0.00014773	-0.00065851	0.00058295	-5.5425e-05	-0.00013588	0.00040926	0.00065989	-0.020435	-9.931e-05	-0.0007602	-0.00090861	-0.00056256	-0.00036706	2.772e-05	-0.00012291	3.8955e-07	-0.00042003	-0.0003548	8.2246e-05	-0.00068675	0.00011266	-8.0461e-05	0.00050283	-0.00070317	-0.00079133	0.00087878	-0.00033614	6.0256e-06	-0.00013523	-0.00041626	-0.00055916	7.5162e-05	0.00062118	-0.00072677
KAT2A	0.00054506	-0.00065918	-0.00037651	0.00077602	-0.00051216	0.00094712	0.00014706	-0.0056017	0.00090002	5.9635e-05	-0.0002419	-0.00042959	0.00033934	0.00043496	-0.00083171	-4.1095e-05	-0.00082421	7.0102e-05	0.00028267	0.00083682	0.0001565	-0.081783	0.00012755	0.00069358	-0.037171	0.047523	-0.00092201	-0.014649	0.00064805	-8.2011e-05	0.094108	0.00012705	-3.6971e-05	0.017685	0.065781	0.082567	0.00017332
CIAO1	0.00012241	-0.00036586	-0.00072992	0.0001373	-0.00019283	0.00076781	0.00065107	0.00045391	-0.00034208	-2.6058e-05	0.00091033	-0.00057043	-0.00022438	0.030033	-0.00022627	7.3851e-05	-7.4854e-05	-9.6481e-05	0.00047252	0.00019887	-0.0001663	0.0007234	6.4268e-05	0.00053304	-0.00032793	0	0.00011106	-0.00011106	-0.00010062	-8.6966e-05	-0.00014038	-0.00025879	-5.4845e-05	0.00088013	0.00067737	-0.00045221	-0.00036946
ZNF436	0.00055367	0.00060924	0.00026552	8.5765e-05	-7.0024e-06	0.00012499	-0.00033979	-0.00031826	-0.00069193	-0.00019732	-0.0004717	0.08899	0.024352	0.0002739	-0.00058757	-0.00027259	0.00050744	-0.00057738	0.00018731	0.00020165	-0.00016606	-0.00069398	-0.00088928	0.0008512	-0.00043297	0.0096945	-0.00084562	0.00010424	0.00047368	-0.00089626	-0.0003566	0.00081869	-0.00059552	-0.00025713	-0.00055292	0.00070269	-0.00043915
MAML1	0.20868	0.00099588	-0.0033039	-0.0078751	0.00072542	0.0002104	-0.00018112	-0.00093888	-0.01633	-0.0052359	0.00012602	0.00015782	0.00037548	-0.00052868	0.00018303	0.00063627	-5.5802e-05	0.00055577	-0.012267	-0.0057443	-0.10063	-0.022261	-0.00089595	7.1144e-05	-0.021657	-0.00033384	0.071756	-0.071232	-0.054958	0.082933	-0.0099476	-0.00084031	-0.00075508	-0.00010069	-0.00021335	-0.059125	-5.2712e-05
EGR2	0.00014083	4.6698e-05	0.00041943	-0.00021836	0.0033678	0.015731	-0.0035961	-0.00058066	0.01958	0.00091827	-0.0006234	0.00050192	-0.020096	0.00085862	-0.00066205	-0.0080461	-0.0099649	-0.00088199	0.00082967	-0.054263	0.00077274	-0.0079727	-5.5614e-05	-0.00098619	-0.016739	0.039855	-0.0002839	-3.002e-05	0.00046777	0.00018135	0.00047902	-0.00021784	0.0023975	0.041006	0.00024672	0.00080648	0.00019316
EGR3	0.049538	-0.0001358	-0.0062719	-0.012707	0.00026357	-1.1328e-05	-0.00033884	7.9013e-05	-0.00024418	-0.024676	0.00084405	0.00043092	-0.01571	-0.024846	0.0008126	0.0004252	-0.011272	-0.00024298	-0.00047055	-2.2061e-05	-0.064967	-0.00019364	-0.029317	-0.00043916	0.036481	-0.061143	0.073627	0.00023317	0.071394	-0.012216	-0.00028754	-0.13619	0.15584	-0.00042585	0.044596	-0.032063	0.00030936
EGR1	0.00030882	0.0054935	0.011964	-5.4746e-05	0.00031772	0.00034194	-0.006294	-0.00020276	0.0017979	0.029125	-0.014351	-0.00080824	-2.0855e-06	-0.0046825	0.0067375	-0.00016537	-0.00016355	0.0010277	0.00078556	-0.0061252	-0.00069866	-0.00029203	0.0007338	-0.0060942	0.047485	-0.042577	0.00083455	-0.00057579	-0.0007673	0.00019381	-0.00040458	0.00094468	1.9176e-05	0.00076052	-3.1649e-05	0.00072741	6.5446e-05
JUN	0.021094	0.00033184	0.00061408	0.0023123	0.00095554	0.00022938	-0.0035496	-0.00036326	-0.00086556	0.010902	-0.0004398	-0.00052615	5.5247e-06	0.00013207	-0.0060148	0.0040106	0.00038027	0.0002895	0.00074654	0.0001438	0.018286	-0.00059322	-0.00016213	-0.00087869	-0.00050218	-0.022012	0.031617	-0.0064266	-0.00063449	0.00088937	-0.016654	0.0005525	0.029098	0.00047575	-0.00069492	0.00057668	-0.056106
PPARGC1A	-0.025712	0.00027118	-0.0024609	0.00088769	0.018992	-0.014375	-0.00056771	-0.00073946	0.0026782	-0.00018724	0.00086693	0.00069595	0.00056535	0.00032553	0.00042056	-0.00092775	-0.00041529	0.0050315	0.00055407	0.0003962	0.0028301	-0.0065493	0.030497	-0.00091811	-0.070303	0.06754	-0.024712	0.00073383	-0.049892	0.084569	0.00081042	0.0084921	0.00019331	-0.00040366	0.048162	0.034296	-0.00079512
MEIS1	-0.098942	-0.0020977	-0.0098834	0.029442	-0.012394	-0.00012071	-0.00078735	-0.00012645	0.01191	0.00099097	-0.00036065	0.00095381	9.3004e-05	-0.00034935	0.00042963	-9.7047e-05	0.00033165	0.0085644	-0.00024415	0.034303	0.0004003	0.0086133	-0.00018216	-0.036207	0.056476	-0.0046091	0.00064208	7.7527e-05	-0.007648	-0.0093588	-0.00036973	0.00017549	0.00071757	0.00031084	0.00053019	-0.00024301	0.00052333
JUP	0.098005	-0.00011932	0.00011317	0.00088132	2.8283e-05	-0.00081723	-0.00022421	-0.0828	0.00061222	0.00015934	-0.00016892	-0.031481	0.00059092	0.00017015	-0.0003354	8.1463e-05	0.00013155	-3.0612e-05	-0.0001023	0.00058181	-1.7142e-05	0.00086597	0.00087593	-0.00078722	0.00069566	2.1236e-05	-0.00049158	-0.00022895	-0.0008794	0.00012455	-0.0076525	-0.00036459	-0.00031563	0.00055448	-0.039604	-0.00077726	-0.00077726
SREBF1	-0.00079579	-0.0026492	0.00034094	7.4333e-05	-0.002811	-0.00067216	0.017697	-0.00045034	0.00075959	-0.00066163	0.00091989	6.0636e-05	0.021909	-7.2227e-05	-0.00059174	-0.00076183	-0.049359	0.060071	0.0012691	0.0079691	-0.0477	8.5954e-05	0.00059657	0.00047903	-0.0004537	-0.00038853	-0.00055442	0.0094432	7.8855e-05	-0.0002656	-0.00097557	0.0011351	-6.6415e-05	0.00021143	-0.00089142	0.020262	0.00022345
NFE2	-7.5452e-05	-0.012917	0.0059425	-0.0052448	-0.0174	-0.00018071	0.0093166	0.010572	0.00018375	-0.00039894	-0.00072169	0.018038	-0.00056677	-0.00049864	-0.01476	0.00057611	0.00079375	-0.02899	0.0073354	-0.00088422	0.0001062	0.020731	-4.668e-06	-0.00036742	-0.00058822	-0.0053883	-0.00050499	-0.0037884	0.0013585	0.00040276	-0.0005307	0.00060275	0.023026	-0.023888	0.00091463	0.00043748	0.0015442
MAFG	0.00066451	-3.002e-05	0.00014428	0.00019111	-0.00011256	0.00027521	-0.00073207	0.0003527	-0.00030351	0.00052967	-0.00053183	-0.00025297	0.00027377	0.00028419	-0.00049159	0.00038998	-0.00020933	-2.9746e-05	-6.7467e-07	-2.9746e-05	2.7348e-07	-6.5417e-05	0.00025153	-5.3054e-05	0.00020628	0.00031065	-0.00078963	0.00021933	0.00022911	-0.00021454	6.5691e-05	0.00046914	5.5319e-05	-6.3299e-05	0.00012899	-0.00062602	6.5691e-05
FOS	0.00095459	-8.1096e-05	0.0082676	-0.00042341	-0.0083644	0.00014355	-1.814e-06	-0.00068711	-0.00030171	-0.013303	0.046228	0.011698	0.00028715	-0.038914	-0.00048804	-0.079106	0.022543	0.061604	0.00039157	9.5678e-05	-0.00010512	0.0095852	0.00084391	0.00092917	0.00041118	0.0002901	-0.051061	0.00030473	-0.0027565	0.0004107	0.00030889	0.00016457	-0.09991	0.043685	8.8825e-06	-0.00073811	0.00049041
HOMEZ	-0.00030932	0.00013448	0.012492	-0.00038032	-0.00082772	-0.0006155	-0.00035054	6.1025e-05	-0.00020967	0.0001357	-2.8149e-05	0.00046291	-0.00023944	8.6889e-05	-0.0004428	3.0921e-05	-0.00095549	-0.00012278	0.00026288	-0.00012278	-1.1688e-06	0.0001156	-0.00025727	0.031453	-6.5953e-05	0.00093794	-0.13471	0.00030784	-0.00051664	0.00010223	-0.00013721	-0.00026918	0.00074168	-0.00019436	-0.00018656	0.00022437	-0.00037287
